difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,4.783,0,0
1,0,1,5,4.583,0,0
1,0,2,6,4.600,0,0
1,0,3,7,5.433,0,0
1,0,4,13,6.133,0,0
1,0,5,22,4.500,0,0
1,0,6,25,9.716,0,1
1,0,7,30,8.800,0,1
1,0,8,31,6.766,0,0
1,0,9,32,6.016,0,0
1,0,10,33,7.066,0,0
1,0,11,34,6.750,0,0
1,0,12,40,6.133,0,0
1,0,13,88,8.616,0,1
2,1,0,8,3.533,0,0
2,1,1,9,3.567,0,0
2,1,2,10,8.233,0,0
2,1,3,11,7.400,0,0
2,1,4,12,5.783,0,0
2,1,5,14,7.150,0,0
2,1,6,17,9.150,0,0
2,1,7,19,5.500,0,1
2,1,8,27,5.333,0,1
2,1,9,42,5.833,0,0
2,1,10,44,5.150,0,0
2,1,11,45,4.183,0,0
2,1,12,72,8.216,0,0
2,1,13,81,8.166,0,0
2,1,14,85,8.400,0,1
2,1,15,95,3.783,0,0
2,1,16,96,7.616,0,0
2,1,17,99,11.483,0,0
2,1,18,100,3.217,0,0
3,2,0,15,6.800,0,0
3,2,1,16,6.483,0,0
3,2,2,20,6.733,0,0
3,2,3,24,7.500,0,0
3,2,4,26,9.116,0,0
3,2,5,29,9.550,0,0
3,2,6,37,5.816,0,0
3,2,7,39,5.566,0,0
3,2,8,41,7.916,0,0
3,2,9,43,4.566,0,0
3,2,10,47,4.133,0,0
3,2,11,48,6.983,0,0
3,2,12,51,4.050,0,0
3,2,13,56,7.050,1,0
3,2,14,57,6.183,0,0
3,2,15,60,11.283,0,0
3,2,16,65,3.700,0,0
3,2,17,66,4.950,0,0
3,2,18,75,8.916,1,0
3,2,19,89,9.966,0,0
3,2,20,98,14.699,0,0
4,3,0,2,4.733,0,1
4,3,1,3,5.466,0,0
4,3,2,18,5.800,0,0
4,3,3,23,5.516,0,1
4,3,4,35,9.383,0,0
4,3,5,36,5.083,0,0
4,3,6,46,6.016,0,0
4,3,7,52,10.566,0,0
4,3,8,55,5.733,0,0
4,3,9,64,5.783,0,0
4,3,10,69,6.600,0,0
4,3,11,79,9.966,0,0
4,3,12,86,5.500,0,0
4,3,13,94,10.833,0,0
4,3,14,97,8.200,1,0
4,3,15,101,13.083,0,0
5,4,0,28,8.483,0,0
5,4,1,50,7.116,0,0
5,4,2,53,6.933,0,0
5,4,3,54,9.166,0,0
5,4,4,58,5.350,0,0
5,4,5,63,9.316,0,0
5,4,6,73,12.166,0,0
5,4,7,74,6.266,0,0
5,4,8,77,11.383,0,0
5,4,9,84,8.133,0,0
6,5,0,21,7.233,0,1
6,5,1,49,9.150,0,0
6,5,2,61,12.350,0,0
6,5,3,62,13.366,1,0
6,5,4,78,15.466,0,0
6,5,5,83,5.966,0,0
6,5,6,87,8.533,0,0
6,5,7,91,8.883,0,0
6,5,8,92,7.533,0,0
6,5,9,93,4.050,0,0
7,6,0,59,5.250,0,0
7,6,1,67,9.550,1,1
7,6,2,68,4.816,0,0
7,6,3,70,9.233,0,0
7,6,4,71,7.983,0,0
7,6,5,76,8.100,0,0
7,6,6,80,9.516,0,0
7,6,7,82,8.166,0,0
7,6,8,90,7.283,0,0
8,7,0,1,8.900,0,0
