difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,6.733,0,0
1,0,1,6,12.350,0,0
1,0,2,7,11.633,0,0
1,0,3,11,9.700,1,0
1,0,4,13,8.883,0,0
1,0,5,18,7.950,0,0
1,0,6,24,13.000,0,1
1,0,7,25,9.216,0,0
1,0,8,32,7.466,0,0
1,0,9,41,7.250,0,0
1,0,10,45,10.697,0,0
1,0,11,50,10.133,0,0
2,1,0,2,4.225,0,0
2,1,1,5,8.266,0,0
2,1,2,14,21.083,0,0
2,1,3,15,27.882,0,0
2,1,4,19,2.273,0,0
2,1,5,23,7.958,0,0
2,1,6,26,8.916,0,0
2,1,7,27,10.133,0,0
2,1,8,30,4.254,0,0
2,1,9,33,10.575,0,0
2,1,10,35,7.450,0,1
2,1,11,47,7.366,0,0
3,2,0,8,8.816,0,0
3,2,1,10,7.016,1,0
3,2,2,12,6.583,0,1
3,2,3,16,21.549,0,0
3,2,4,28,10.516,0,0
3,2,5,31,11.400,0,0
3,2,6,48,9.066,0,0
3,2,7,52,13.899,0,0
3,2,8,54,3.617,0,0
3,2,9,55,6.833,0,0
3,2,10,66,8.616,0,1
3,2,11,69,15.133,0,0
3,2,12,70,4.000,0,0
4,3,0,17,9.033,0,0
4,3,1,21,9.633,1,0
4,3,2,22,7.870,0,1
4,3,3,29,10.533,1,1
4,3,4,34,9.600,0,0
4,3,5,38,15.416,0,1
4,3,6,40,9.750,0,0
4,3,7,46,11.083,0,1
4,3,8,59,9.766,0,0
4,3,9,62,12.233,0,0
4,3,10,63,16.149,0,0
4,3,11,65,4.629,0,0
4,3,12,67,15.966,0,1
4,3,13,71,12.583,0,0
5,4,0,9,13.133,0,0
5,4,1,20,9.804,0,0
5,4,2,36,11.766,1,0
5,4,3,37,15.049,0,0
5,4,4,43,7.937,0,0
5,4,5,61,14.899,0,0
5,4,6,64,18.149,0,0
6,5,0,42,17.016,0,1
6,5,1,44,13.833,0,0
6,5,2,49,14.603,0,0
6,5,3,51,12.700,0,0
6,5,4,53,15.558,0,0
6,5,5,60,14.366,0,0
6,5,6,74,8.783,0,0
7,6,0,39,18.799,0,0
7,6,1,56,12.566,0,0
7,6,2,57,14.849,0,0
7,6,3,58,8.866,0,0
7,6,4,68,16.933,0,0
7,6,5,72,9.616,0,0
7,6,6,73,6.541,0,0
8,7,0,3,4.800,0,0
