difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,6,4.733,0,0
1,0,1,9,7.733,0,0
1,0,2,14,5.616,0,0
1,0,3,17,7.983,0,0
1,0,4,19,10.333,0,0
1,0,5,20,7.916,0,0
1,0,6,21,4.283,0,0
1,0,7,37,9.633,0,0
1,0,8,41,8.300,0,0
1,0,9,45,4.733,0,0
1,0,10,46,3.800,0,0
2,1,0,4,6.300,0,0
2,1,1,5,5.550,0,0
2,1,2,7,5.016,0,0
2,1,3,12,5.016,0,0
2,1,4,15,5.266,0,1
2,1,5,18,3.467,0,0
2,1,6,24,10.100,0,0
2,1,7,26,12.366,0,1
2,1,8,35,4.167,0,0
2,1,9,42,5.283,0,0
2,1,10,49,5.483,1,0
2,1,11,69,12.266,0,1
3,2,0,3,5.250,0,0
3,2,1,8,5.316,0,0
3,2,2,11,3.200,0,0
3,2,3,16,4.267,0,0
3,2,4,23,8.333,0,0
3,2,5,33,5.083,0,0
3,2,6,34,3.217,0,0
3,2,7,36,10.966,0,0
3,2,8,38,12.000,1,0
3,2,9,47,5.433,0,0
3,2,10,54,7.983,0,0
3,2,11,57,16.616,0,0
3,2,12,59,18.249,0,0
4,3,0,13,6.300,0,0
4,3,1,28,13.949,0,1
4,3,2,29,5.666,0,0
4,3,3,31,7.666,1,0
4,3,4,32,7.900,0,0
4,3,5,43,5.316,0,0
4,3,6,44,12.216,1,0
4,3,7,50,5.800,0,0
4,3,8,51,6.633,0,0
4,3,9,52,6.733,0,0
4,3,10,56,8.766,0,0
4,3,11,60,18.983,0,1
4,3,12,64,7.366,0,0
5,4,0,10,9.016,0,0
5,4,1,22,8.633,0,0
5,4,2,30,13.699,0,1
5,4,3,48,12.083,0,1
5,4,4,53,8.366,0,1
5,4,5,68,8.750,0,0
6,5,0,25,5.850,0,0
6,5,1,27,17.216,0,0
6,5,2,39,11.816,0,0
6,5,3,55,12.883,0,0
6,5,4,65,14.466,0,0
6,5,5,67,14.766,0,1
6,5,6,71,7.833,0,0
7,6,0,40,11.300,0,0
7,6,1,58,10.083,1,0
7,6,2,61,5.050,0,1
7,6,3,62,8.050,0,0
7,6,4,63,9.700,0,0
7,6,5,66,7.300,0,0
7,6,6,70,10.233,0,0
8,7,0,2,5.033,0,0
