difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,4.750,0,0
1,0,1,4,5.200,0,0
1,0,2,5,6.150,0,0
1,0,3,9,4.350,0,0
1,0,4,10,5.900,0,0
1,0,5,12,6.350,0,0
1,0,6,28,9.466,0,0
1,0,7,29,7.183,0,0
1,0,8,32,3.017,0,0
1,0,9,33,5.450,0,0
1,0,10,46,5.166,0,0
1,0,11,60,4.866,0,0
2,1,0,8,8.150,0,0
2,1,1,11,5.400,0,0
2,1,2,14,5.933,1,0
2,1,3,17,13.766,0,0
2,1,4,20,24.166,0,0
2,1,5,23,14.116,0,0
2,1,6,34,7.183,0,0
2,1,7,36,8.600,0,0
2,1,8,38,22.733,0,0
2,1,9,49,5.883,0,0
2,1,10,64,11.550,0,0
2,1,11,71,8.600,0,0
3,2,0,6,17.449,0,0
3,2,1,7,8.900,0,0
3,2,2,13,9.433,0,1
3,2,3,16,12.450,0,0
3,2,4,18,18.716,0,0
3,2,5,22,20.916,0,0
3,2,6,26,9.633,0,0
3,2,7,27,12.983,0,1
3,2,8,42,11.433,0,0
3,2,9,45,17.199,0,0
3,2,10,50,10.916,0,1
3,2,11,63,9.700,0,0
4,3,0,19,9.458,0,0
4,3,1,21,10.200,0,0
4,3,2,25,8.933,0,0
4,3,3,37,12.633,0,0
4,3,4,41,6.833,0,0
4,3,5,51,7.366,0,0
4,3,6,53,9.366,0,1
4,3,7,54,12.600,0,0
4,3,8,55,17.883,0,0
4,3,9,57,12.333,0,0
4,3,10,67,12.700,0,1
4,3,11,68,7.016,0,0
4,3,12,69,9.883,0,1
5,4,0,35,16.999,1,0
5,4,1,40,15.699,0,0
5,4,2,43,20.533,1,0
5,4,3,47,11.966,0,0
5,4,4,56,16.983,0,0
5,4,5,66,5.966,0,0
6,5,0,15,8.516,0,0
6,5,1,24,12.116,0,0
6,5,2,48,12.400,1,0
6,5,3,52,9.216,0,0
6,5,4,59,17.566,0,1
6,5,5,65,10.400,0,0
6,5,6,70,10.050,0,0
7,6,0,30,13.283,0,1
7,6,1,31,9.700,0,0
7,6,2,39,17.349,0,0
7,6,3,44,12.433,0,1
7,6,4,58,14.883,1,1
7,6,5,61,11.816,0,0
7,6,6,62,19.916,0,0
8,7,0,2,10.916,0,0
