difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,4.067,0,0
1,0,1,9,5.396,0,0
1,0,2,11,1.975,0,0
1,0,3,12,2.933,1,0
1,0,4,14,2.375,0,0
1,0,5,24,2.746,0,0
1,0,6,27,5.762,0,0
1,0,7,36,6.985,0,1
1,0,8,38,4.575,0,0
1,0,9,51,5.571,0,1
1,0,10,65,7.941,0,0
2,1,0,3,7.054,0,0
2,1,1,8,3.021,0,0
2,1,2,10,4.823,0,1
2,1,3,15,10.954,0,0
2,1,4,16,7.333,0,0
2,1,5,18,2.754,0,0
2,1,6,21,5.470,0,1
2,1,7,26,5.568,0,0
2,1,8,29,3.362,0,0
2,1,9,40,4.279,0,0
2,1,10,42,3.054,0,0
2,1,11,47,2.550,0,0
3,2,0,5,7.712,0,0
3,2,1,6,2.696,0,0
3,2,2,7,5.929,0,0
3,2,3,13,11.412,0,0
3,2,4,20,8.812,0,0
3,2,5,25,7.129,0,0
3,2,6,28,7.012,0,0
3,2,7,31,2.712,0,0
3,2,8,34,3.977,0,0
3,2,9,35,9.614,0,0
3,2,10,44,3.117,0,0
3,2,11,45,8.950,0,0
3,2,12,46,3.917,0,0
4,3,0,17,2.941,1,0
4,3,1,22,3.092,0,0
4,3,2,23,6.788,1,0
4,3,3,30,4.312,0,0
4,3,4,33,5.162,0,0
4,3,5,37,8.393,0,0
4,3,6,41,5.612,0,0
4,3,7,48,5.302,0,0
4,3,8,53,4.796,0,1
4,3,9,54,2.852,0,1
4,3,10,56,3.191,0,1
4,3,11,64,7.375,0,0
4,3,12,70,7.404,0,1
4,3,13,73,2.796,0,0
5,4,0,43,7.362,0,0
5,4,1,55,10.366,0,1
5,4,2,57,10.362,0,0
5,4,3,59,6.425,0,0
5,4,4,62,4.071,0,0
5,4,5,63,5.654,0,0
5,4,6,68,6.929,0,0
6,5,0,32,5.606,0,0
6,5,1,39,6.246,1,0
6,5,2,49,6.960,0,0
6,5,3,50,14.708,0,0
6,5,4,67,7.795,0,0
6,5,5,71,5.887,0,0
6,5,6,72,7.191,0,0
7,6,0,19,7.087,1,1
7,6,1,52,3.408,0,0
7,6,2,58,3.952,0,0
7,6,3,60,5.941,0,0
7,6,4,61,5.954,0,0
7,6,5,66,5.208,0,0
7,6,6,69,5.725,0,0
8,7,0,2,5.775,0,0
