difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,4.233,0,0
1,0,1,6,3.850,0,0
1,0,2,7,4.750,0,0
1,0,3,9,6.383,0,0
1,0,4,11,7.800,0,0
1,0,5,13,4.550,0,0
1,0,6,19,4.916,0,0
1,0,7,20,8.933,0,0
1,0,8,22,7.033,0,0
1,0,9,26,6.316,0,0
1,0,10,55,9.250,0,0
1,0,11,56,3.783,0,0
2,1,0,12,12.883,0,1
2,1,1,17,7.583,0,0
2,1,2,18,16.083,0,0
2,1,3,25,10.233,0,1
2,1,4,28,14.799,0,0
2,1,5,36,3.767,0,0
2,1,6,37,5.016,0,0
2,1,7,41,8.566,0,0
2,1,8,42,7.966,0,0
2,1,9,66,6.600,0,0
2,1,10,67,4.783,0,0
2,1,11,71,10.550,0,0
3,2,0,10,5.366,0,1
3,2,1,16,7.516,0,0
3,2,2,23,23.183,1,0
3,2,3,24,16.966,0,0
3,2,4,27,8.283,1,0
3,2,5,30,9.616,1,0
3,2,6,32,7.933,0,0
3,2,7,34,11.133,0,0
3,2,8,38,12.100,0,1
3,2,9,57,6.950,0,1
3,2,10,61,17.099,0,0
3,2,11,69,11.550,0,0
4,3,0,14,12.066,0,0
4,3,1,15,12.650,0,0
4,3,2,21,9.416,0,0
4,3,3,29,7.933,0,0
4,3,4,43,5.916,0,0
4,3,5,46,10.933,0,0
4,3,6,47,6.150,0,0
4,3,7,48,10.150,0,0
4,3,8,54,6.116,0,0
4,3,9,59,6.633,0,0
4,3,10,64,8.050,0,0
4,3,11,65,11.150,0,0
5,4,0,8,7.633,0,0
5,4,1,35,6.266,1,0
5,4,2,50,18.416,0,1
5,4,3,53,10.700,0,0
5,4,4,60,6.683,0,0
5,4,5,68,8.233,0,0
6,5,0,5,5.416,0,0
6,5,1,33,10.633,0,0
6,5,2,40,10.200,0,0
6,5,3,51,16.499,0,1
6,5,4,52,6.183,0,0
6,5,5,63,6.516,0,0
6,5,6,72,10.850,0,0
7,6,0,31,6.533,0,1
7,6,1,39,20.499,1,1
7,6,2,44,11.366,0,0
7,6,3,45,6.150,0,0
7,6,4,49,17.933,0,0
7,6,5,62,11.700,0,0
7,6,6,70,7.533,0,0
8,7,0,2,6.500,0,0
9,8,0,3,4.883,0,0
9,8,1,58,9.450,0,1
