difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,5,6.566,0,1
1,0,1,6,2.917,0,0
1,0,2,9,3.633,0,0
1,0,3,10,3.567,0,0
1,0,4,12,7.333,0,0
1,0,5,15,3.550,0,0
1,0,6,18,4.167,0,0
1,0,7,19,3.950,0,0
1,0,8,43,8.766,0,1
1,0,9,59,6.733,0,0
1,0,10,62,5.050,0,0
2,1,0,7,7.333,0,0
2,1,1,13,4.117,0,0
2,1,2,21,3.700,0,0
2,1,3,26,5.283,0,0
2,1,4,27,3.917,0,0
2,1,5,28,4.317,0,0
2,1,6,30,3.000,0,0
2,1,7,37,6.683,0,0
2,1,8,39,3.250,0,0
2,1,9,41,3.333,0,0
2,1,10,51,5.883,0,0
2,1,11,70,9.716,0,0
3,2,0,8,3.833,0,0
3,2,1,11,6.733,0,0
3,2,2,17,4.733,0,0
3,2,3,20,3.800,0,1
3,2,4,23,9.333,0,0
3,2,5,31,5.900,0,0
3,2,6,42,10.316,0,0
3,2,7,49,9.833,0,0
3,2,8,52,13.916,1,1
3,2,9,54,8.500,0,1
3,2,10,55,7.400,0,1
3,2,11,58,6.300,0,0
3,2,12,60,6.600,1,0
4,3,0,3,4.550,0,0
4,3,1,16,11.683,0,0
4,3,2,22,5.433,0,0
4,3,3,24,13.083,0,0
4,3,4,25,4.050,0,0
4,3,5,29,5.433,0,0
4,3,6,32,6.116,0,0
4,3,7,36,16.933,0,0
4,3,8,38,7.816,0,0
4,3,9,48,4.350,0,0
4,3,10,53,5.500,1,0
4,3,11,67,8.450,0,1
4,3,12,69,8.833,0,0
5,4,0,4,2.500,0,0
5,4,1,14,5.383,0,0
5,4,2,34,9.766,0,0
5,4,3,40,9.516,0,1
5,4,4,63,8.066,0,0
5,4,5,66,8.333,0,1
6,5,0,33,3.000,0,0
6,5,1,35,6.333,0,0
6,5,2,46,7.633,0,0
6,5,3,50,6.833,0,0
6,5,4,57,12.433,0,0
6,5,5,65,9.466,0,0
6,5,6,68,3.200,0,0
7,6,0,44,10.350,0,0
7,6,1,45,16.433,0,1
7,6,2,47,15.866,1,0
7,6,3,56,7.300,0,0
7,6,4,61,7.766,0,0
7,6,5,64,13.133,0,0
7,6,6,71,4.817,1,0
8,7,0,2,6.200,0,0
