difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,5,8.366,0,0
1,0,1,6,7.116,0,0
1,0,2,8,6.116,0,0
1,0,3,11,6.050,0,0
1,0,4,17,11.283,0,0
1,0,5,25,11.316,0,1
1,0,6,61,4.083,0,0
1,0,7,71,8.850,0,0
1,0,8,79,4.833,0,0
1,0,9,82,5.383,0,0
1,0,10,83,10.800,0,0
1,0,11,84,5.600,0,0
1,0,12,93,12.883,0,0
2,1,0,3,7.150,0,0
2,1,1,7,6.366,0,0
2,1,2,13,11.816,0,0
2,1,3,23,11.900,0,0
2,1,4,40,6.766,0,0
2,1,5,42,7.883,0,0
2,1,6,47,9.066,0,0
2,1,7,54,7.500,0,0
2,1,8,59,6.216,0,0
2,1,9,62,11.500,0,1
2,1,10,69,4.766,1,1
2,1,11,78,3.533,0,0
3,2,0,2,10.133,0,0
3,2,1,12,6.233,0,0
3,2,2,14,11.333,0,0
3,2,3,15,7.216,0,0
3,2,4,16,10.383,0,0
3,2,5,22,8.283,0,0
3,2,6,28,8.916,0,0
3,2,7,29,10.400,0,0
3,2,8,53,9.433,0,0
3,2,9,63,8.666,0,0
3,2,10,74,4.800,0,0
3,2,11,80,5.016,0,0
3,2,12,85,10.433,0,0
3,2,13,88,11.433,0,0
3,2,14,96,5.900,0,0
3,2,15,99,11.283,0,1
4,3,0,9,7.016,0,0
4,3,1,10,8.766,0,0
4,3,2,19,15.833,1,0
4,3,3,21,10.483,0,0
4,3,4,24,9.166,0,1
4,3,5,26,7.916,0,0
4,3,6,27,6.616,0,0
4,3,7,32,12.966,0,0
4,3,8,33,9.800,0,0
4,3,9,36,7.216,0,1
4,3,10,37,8.850,0,0
4,3,11,38,15.899,0,0
4,3,12,41,6.350,0,0
4,3,13,50,3.950,0,0
4,3,14,52,5.033,0,0
4,3,15,58,8.066,0,0
4,3,16,68,6.200,0,0
4,3,17,72,10.600,1,0
4,3,18,89,11.200,0,1
4,3,19,95,12.783,0,0
5,4,0,20,9.050,1,0
5,4,1,30,11.350,0,1
5,4,2,34,12.200,0,0
5,4,3,39,12.533,0,0
5,4,4,44,4.850,0,0
5,4,5,45,8.866,0,0
5,4,6,48,8.500,0,0
5,4,7,56,8.550,0,0
5,4,8,57,9.050,0,0
5,4,9,75,9.466,0,0
5,4,10,76,14.766,0,0
5,4,11,87,4.983,0,0
5,4,12,91,12.733,0,0
5,4,13,94,8.300,0,0
6,5,0,18,13.033,0,0
6,5,1,31,10.700,0,0
6,5,2,43,13.266,0,0
6,5,3,55,8.700,1,0
6,5,4,60,14.299,0,0
6,5,5,65,15.766,0,0
6,5,6,67,8.116,0,0
6,5,7,73,6.283,0,0
6,5,8,81,12.566,0,0
6,5,9,90,10.533,0,0
6,5,10,92,8.516,0,0
6,5,11,98,8.983,0,0
7,6,0,35,7.816,0,0
7,6,1,46,8.583,0,0
7,6,2,51,5.050,0,0
7,6,3,64,8.566,0,0
7,6,4,66,14.149,0,0
7,6,5,70,9.100,0,0
7,6,6,77,10.316,0,0
7,6,7,86,19.016,0,1
7,6,8,97,8.683,0,0
7,6,9,100,10.733,0,0
7,6,10,101,16.066,0,0
8,7,0,4,7.083,0,0
9,8,0,49,8.866,0,1
