difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,4.783,0,0
1,0,1,5,5.383,0,0
1,0,2,6,7.266,0,0
1,0,3,7,11.233,0,0
1,0,4,8,4.500,0,0
1,0,5,10,4.400,0,0
1,0,6,11,3.533,0,0
1,0,7,15,4.566,0,0
1,0,8,36,4.783,0,0
1,0,9,37,7.500,0,1
1,0,10,39,8.833,0,0
1,0,11,45,6.166,0,0
1,0,12,46,4.583,0,0
1,0,13,53,5.800,0,0
1,0,14,76,7.500,0,0
1,0,15,92,6.233,0,0
2,1,0,3,4.600,0,0
2,1,1,12,4.366,0,0
2,1,2,19,8.016,1,0
2,1,3,23,8.183,0,0
2,1,4,25,7.483,0,0
2,1,5,27,5.566,0,0
2,1,6,30,3.617,0,0
2,1,7,32,4.900,0,0
2,1,8,52,6.383,0,1
2,1,9,60,9.066,0,0
2,1,10,70,12.433,0,0
2,1,11,75,6.100,0,0
2,1,12,90,4.483,0,1
2,1,13,93,10.833,0,0
2,1,14,95,6.033,0,0
2,1,15,97,8.933,0,0
2,1,16,100,6.416,0,0
3,2,0,13,5.100,0,0
3,2,1,16,11.450,0,0
3,2,2,17,10.850,0,1
3,2,3,26,5.566,0,0
3,2,4,35,10.766,0,0
3,2,5,38,3.417,0,0
3,2,6,43,12.466,1,0
3,2,7,48,8.283,0,0
3,2,8,51,5.283,0,0
3,2,9,58,7.916,0,0
3,2,10,62,13.949,0,0
3,2,11,66,8.133,0,0
3,2,12,72,8.900,1,0
3,2,13,73,5.583,0,0
3,2,14,79,6.366,0,0
3,2,15,87,8.833,0,0
3,2,16,88,11.333,0,0
3,2,17,94,7.066,0,0
4,3,0,9,4.083,0,0
4,3,1,20,8.383,0,1
4,3,2,21,3.800,0,0
4,3,3,24,6.183,0,0
4,3,4,28,14.533,0,0
4,3,5,29,7.366,0,0
4,3,6,33,6.750,0,1
4,3,7,34,6.916,0,0
4,3,8,47,5.600,0,0
4,3,9,54,11.200,0,0
4,3,10,56,6.650,0,0
4,3,11,57,7.066,0,0
4,3,12,64,8.900,0,0
4,3,13,68,10.800,0,0
4,3,14,81,9.816,0,0
4,3,15,82,11.066,0,0
4,3,16,83,9.933,0,0
4,3,17,101,7.216,0,0
4,3,18,103,7.150,0,0
5,4,0,14,4.800,0,0
5,4,1,22,9.533,0,0
5,4,2,40,9.533,0,0
5,4,3,41,6.233,0,0
5,4,4,50,9.083,0,0
5,4,5,55,11.600,0,0
5,4,6,59,9.050,1,0
5,4,7,65,10.100,0,1
5,4,8,80,11.700,0,0
5,4,9,84,7.533,0,1
6,5,0,42,7.416,0,1
6,5,1,49,4.800,0,0
6,5,2,71,11.566,0,0
6,5,3,74,5.066,0,0
6,5,4,77,4.800,0,0
6,5,5,85,10.066,0,0
6,5,6,86,7.016,0,0
6,5,7,89,8.833,0,0
6,5,8,96,9.750,0,1
6,5,9,99,7.666,0,0
7,6,0,31,11.900,0,0
7,6,1,44,7.400,0,0
7,6,2,61,4.583,0,0
7,6,3,63,6.983,1,0
7,6,4,67,9.650,0,0
7,6,5,69,12.899,0,0
7,6,6,78,10.233,0,0
7,6,7,91,4.667,0,0
7,6,8,98,11.350,0,0
7,6,9,102,8.316,0,0
8,7,0,2,4.800,0,0
8,7,1,18,6.083,0,0
