difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,2,6.800,0,0
1,0,1,6,5.916,0,0
1,0,2,8,6.100,0,0
1,0,3,9,9.233,0,0
1,0,4,10,5.883,0,0
1,0,5,11,4.316,0,0
1,0,6,12,8.883,0,1
1,0,7,13,7.650,0,0
1,0,8,14,7.233,0,0
1,0,9,21,9.550,0,0
1,0,10,22,5.083,0,0
2,1,0,4,8.433,0,0
2,1,1,7,12.383,0,0
2,1,2,15,7.183,0,0
2,1,3,29,11.000,0,0
2,1,4,30,7.383,0,0
2,1,5,31,10.666,0,1
2,1,6,32,11.216,0,0
2,1,7,50,10.266,0,0
2,1,8,51,16.283,0,0
2,1,9,65,11.383,1,1
2,1,10,66,27.349,0,0
2,1,11,70,22.499,0,0
3,2,0,16,10.966,0,0
3,2,1,17,6.416,0,0
3,2,2,18,9.450,0,1
3,2,3,24,5.016,0,0
3,2,4,27,10.283,0,0
3,2,5,33,8.033,0,0
3,2,6,34,11.450,0,0
3,2,7,36,16.316,0,0
3,2,8,37,10.366,0,0
3,2,9,40,11.316,0,1
3,2,10,43,6.266,0,0
3,2,11,54,6.000,0,0
3,2,12,64,10.800,0,0
4,3,0,5,10.816,0,0
4,3,1,20,5.450,1,0
4,3,2,23,8.233,0,0
4,3,3,25,12.549,1,0
4,3,4,41,12.300,0,0
4,3,5,42,8.683,0,0
4,3,6,48,13.899,0,0
4,3,7,49,10.416,0,1
4,3,8,52,17.799,1,0
4,3,9,53,8.983,0,0
4,3,10,63,10.100,0,0
4,3,11,67,10.350,1,0
4,3,12,71,11.516,0,0
5,4,0,19,12.183,0,1
5,4,1,39,9.883,0,0
5,4,2,45,12.233,0,0
5,4,3,55,15.966,0,0
5,4,4,57,12.433,0,0
5,4,5,69,17.583,0,0
6,5,0,26,7.050,0,0
6,5,1,28,15.866,0,0
6,5,2,35,7.433,0,0
6,5,3,44,12.100,0,1
6,5,4,61,12.100,0,0
6,5,5,62,11.933,0,1
6,5,6,68,16.616,0,0
7,6,0,38,16.499,0,0
7,6,1,46,15.999,0,0
7,6,2,47,13.166,0,0
7,6,3,56,9.783,0,0
7,6,4,58,14.299,0,0
7,6,5,59,11.050,0,0
7,6,6,60,15.883,0,1
8,7,0,3,4.900,0,0
