difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,3.650,0,0
1,0,1,5,3.517,0,0
1,0,2,6,3.483,0,0
1,0,3,8,3.217,0,0
1,0,4,9,2.700,0,0
1,0,5,25,4.067,0,0
1,0,6,26,6.633,0,0
1,0,7,27,5.133,0,0
1,0,8,39,8.200,0,0
1,0,9,40,4.367,0,0
1,0,10,41,7.516,0,0
1,0,11,43,3.767,0,0
1,0,12,56,6.250,0,0
2,1,0,3,3.483,0,0
2,1,1,12,5.616,0,0
2,1,2,14,3.583,0,0
2,1,3,16,7.083,1,0
2,1,4,24,3.100,0,0
2,1,5,28,5.850,0,0
2,1,6,29,3.733,0,0
2,1,7,31,4.817,0,0
2,1,8,34,6.000,0,0
2,1,9,42,9.066,0,0
2,1,10,44,5.083,0,0
2,1,11,54,5.266,0,0
2,1,12,80,6.283,0,0
3,2,0,10,3.333,0,0
3,2,1,11,3.333,0,0
3,2,2,19,3.083,0,0
3,2,3,21,8.383,0,1
3,2,4,22,8.216,0,0
3,2,5,46,11.250,0,0
3,2,6,47,6.966,0,0
3,2,7,49,10.016,1,0
3,2,8,55,6.833,0,0
3,2,9,60,7.150,0,0
3,2,10,66,8.533,0,0
3,2,11,68,11.466,0,0
3,2,12,70,6.933,0,0
3,2,13,75,6.133,1,0
4,3,0,7,5.250,0,0
4,3,1,13,6.683,0,0
4,3,2,33,10.250,0,0
4,3,3,36,8.166,0,0
4,3,4,37,11.300,0,0
4,3,5,45,9.000,1,0
4,3,6,48,9.816,0,0
4,3,7,50,9.533,0,0
4,3,8,52,9.866,0,0
4,3,9,53,10.083,0,0
4,3,10,61,15.466,0,1
4,3,11,67,7.050,0,1
4,3,12,69,6.933,0,0
4,3,13,73,6.300,0,0
5,4,0,18,8.433,0,0
5,4,1,23,9.033,0,0
5,4,2,63,8.133,0,1
5,4,3,64,9.516,0,0
5,4,4,74,8.800,0,0
5,4,5,77,8.666,1,0
5,4,6,79,5.666,0,0
6,5,0,17,6.116,0,1
6,5,1,32,8.133,0,0
6,5,2,35,8.450,0,0
6,5,3,51,7.983,0,0
6,5,4,57,8.383,0,0
6,5,5,71,6.066,0,1
6,5,6,76,6.966,0,0
6,5,7,78,6.800,0,1
7,6,0,15,6.633,0,0
7,6,1,20,8.800,0,0
7,6,2,30,9.000,0,0
7,6,3,38,1.550,0,0
7,6,4,59,11.816,0,1
7,6,5,62,8.066,0,0
7,6,6,65,13.316,0,1
7,6,7,72,9.616,0,0
8,7,0,2,13.083,0,0
9,8,0,58,8.016,0,1
