difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,6.566,0,0
1,0,1,4,6.433,0,0
1,0,2,5,3.533,0,0
1,0,3,6,4.250,0,0
1,0,4,8,5.283,0,0
1,0,5,10,6.416,0,0
1,0,6,11,5.633,0,0
1,0,7,13,5.983,0,0
1,0,8,18,6.166,0,1
1,0,9,20,5.750,0,0
1,0,10,46,8.933,0,0
2,1,0,15,4.600,0,0
2,1,1,17,11.983,1,0
2,1,2,21,12.316,0,0
2,1,3,22,7.716,0,0
2,1,4,24,4.783,0,0
2,1,5,29,7.683,1,0
2,1,6,30,7.266,0,0
2,1,7,45,6.033,0,0
2,1,8,51,15.116,0,0
2,1,9,53,9.683,0,1
2,1,10,63,11.033,0,1
2,1,11,69,6.450,0,0
3,2,0,7,3.767,0,0
3,2,1,9,7.350,0,0
3,2,2,14,6.483,0,0
3,2,3,23,15.566,0,0
3,2,4,32,4.800,0,0
3,2,5,33,8.733,0,0
3,2,6,56,8.616,0,0
3,2,7,57,9.166,0,0
3,2,8,61,7.033,0,0
3,2,9,64,7.616,0,1
3,2,10,68,18.949,0,0
3,2,11,71,6.017,0,0
4,3,0,19,11.300,0,0
4,3,1,26,7.400,0,0
4,3,2,31,10.133,0,0
4,3,3,39,6.316,1,0
4,3,4,40,10.200,0,1
4,3,5,48,13.583,0,0
4,3,6,49,8.983,0,0
4,3,7,50,9.100,0,0
4,3,8,52,12.883,0,0
4,3,9,55,8.100,0,0
4,3,10,58,8.433,0,0
4,3,11,59,9.033,0,0
4,3,12,70,4.433,0,0
5,4,0,12,11.450,0,1
5,4,1,25,6.850,0,0
5,4,2,35,14.316,0,0
5,4,3,36,10.816,0,0
5,4,4,41,6.700,0,0
5,4,5,47,12.950,0,0
5,4,6,54,6.400,0,0
6,5,0,27,8.116,0,0
6,5,1,28,6.850,0,0
6,5,2,38,9.316,0,0
6,5,3,44,8.500,0,0
6,5,4,62,9.666,0,1
6,5,5,65,12.266,0,1
6,5,6,66,9.833,0,1
7,6,0,16,5.783,0,0
7,6,1,34,12.000,0,0
7,6,2,37,7.316,0,0
7,6,3,42,14.366,1,0
7,6,4,43,11.233,0,0
7,6,5,60,12.200,1,1
7,6,6,67,13.716,0,0
8,7,0,2,7.916,0,0
