difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,3.150,0,0
1,0,1,4,6.066,0,0
1,0,2,5,6.783,0,1
1,0,3,6,3.500,0,0
1,0,4,7,4.917,0,0
1,0,5,8,5.150,0,0
1,0,6,20,3.767,0,0
1,0,7,26,7.033,0,0
1,0,8,31,5.750,0,0
1,0,9,66,6.983,0,0
1,0,10,71,7.983,0,0
2,1,0,10,12.083,0,0
2,1,1,13,18.949,0,0
2,1,2,15,3.900,0,0
2,1,3,17,9.483,1,0
2,1,4,21,9.766,0,0
2,1,5,24,4.600,0,0
2,1,6,27,8.150,0,0
2,1,7,29,15.699,0,0
2,1,8,40,19.683,0,1
2,1,9,45,6.083,0,1
2,1,10,59,11.000,0,0
2,1,11,69,3.183,0,0
3,2,0,9,3.333,0,0
3,2,1,11,18.483,0,0
3,2,2,14,4.550,0,0
3,2,3,16,14.600,0,1
3,2,4,19,9.983,0,0
3,2,5,23,12.800,0,0
3,2,6,25,16.866,1,0
3,2,7,30,7.583,0,0
3,2,8,34,7.983,0,0
3,2,9,47,11.600,0,0
3,2,10,51,7.966,0,0
3,2,11,65,6.667,0,0
3,2,12,70,7.766,0,0
4,3,0,12,8.150,0,0
4,3,1,18,6.833,0,0
4,3,2,22,13.650,0,0
4,3,3,32,16.383,1,1
4,3,4,35,19.883,0,0
4,3,5,36,7.616,0,1
4,3,6,41,4.200,0,0
4,3,7,43,9.716,1,0
4,3,8,48,11.800,0,0
4,3,9,50,4.500,0,0
4,3,10,62,8.733,0,0
4,3,11,63,11.833,0,0
4,3,12,64,10.366,0,0
5,4,0,39,14.350,0,1
5,4,1,49,3.350,0,0
5,4,2,52,9.133,0,0
5,4,3,58,11.633,0,0
5,4,4,67,5.667,0,0
5,4,5,68,5.267,0,0
6,5,0,28,10.533,0,0
6,5,1,38,12.983,1,0
6,5,2,42,13.700,0,0
6,5,3,56,19.716,0,0
6,5,4,57,12.750,0,0
6,5,5,60,6.683,0,0
6,5,6,61,3.933,0,0
7,6,0,33,20.033,0,0
7,6,1,37,8.550,0,0
7,6,2,44,12.533,0,1
7,6,3,46,8.266,0,0
7,6,4,53,12.233,0,0
7,6,5,54,7.483,0,1
7,6,6,55,10.650,0,1
8,7,0,2,3.367,0,0
