difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,2,3.517,0,0
1,0,1,3,3.517,0,0
1,0,2,4,10.283,0,0
1,0,3,5,3.767,0,0
1,0,4,6,5.483,0,0
1,0,5,7,19.833,0,0
1,0,6,8,5.233,0,0
1,0,7,10,11.633,0,0
1,0,8,17,7.616,0,0
1,0,9,18,10.216,1,0
1,0,10,21,4.917,0,0
1,0,11,25,13.283,1,0
1,0,12,37,14.866,0,0
2,1,0,11,6.416,0,0
2,1,1,12,3.550,0,0
2,1,2,13,5.017,0,0
2,1,3,14,9.350,0,0
2,1,4,15,4.900,0,0
2,1,5,16,10.716,0,0
2,1,6,19,12.883,0,0
2,1,7,20,9.466,0,0
2,1,8,23,16.033,0,0
2,1,9,24,6.083,0,0
2,1,10,27,15.500,0,0
2,1,11,28,14.083,1,0
2,1,12,31,6.483,0,0
3,2,0,22,12.150,0,0
3,2,1,26,9.216,0,0
3,2,2,29,9.133,0,0
3,2,3,30,10.066,0,0
3,2,4,32,10.300,0,0
3,2,5,34,9.883,0,0
3,2,6,35,13.100,0,0
3,2,7,36,17.166,0,0
3,2,8,39,5.150,0,0
3,2,9,40,10.183,0,1
3,2,10,42,13.300,0,0
3,2,11,51,15.200,0,1
3,2,12,72,17.683,0,1
4,3,0,9,10.600,0,0
4,3,1,33,7.066,1,1
4,3,2,44,22.733,0,0
4,3,3,47,11.058,0,0
4,3,4,49,10.950,0,1
4,3,5,52,11.283,0,0
4,3,6,56,13.016,0,0
4,3,7,62,13.733,0,0
4,3,8,63,9.116,0,1
4,3,9,65,13.016,0,0
4,3,10,67,7.650,0,0
4,3,11,73,7.833,0,0
4,3,12,74,15.733,1,0
5,4,0,38,11.600,0,0
5,4,1,41,18.749,0,0
5,4,2,45,9.033,0,0
5,4,3,46,8.304,0,1
5,4,4,60,17.566,0,0
5,4,5,70,7.158,0,0
5,4,6,71,21.666,0,0
6,5,0,43,12.433,0,1
6,5,1,50,21.216,0,0
6,5,2,54,18.199,0,0
6,5,3,55,14.116,0,1
6,5,4,61,9.104,0,0
6,5,5,64,11.300,0,0
6,5,6,68,12.316,0,0
7,6,0,48,20.899,0,0
7,6,1,53,11.791,0,0
7,6,2,57,7.481,0,0
7,6,3,58,12.166,0,1
7,6,4,59,22.383,0,0
7,6,5,66,11.350,0,0
7,6,6,69,9.175,0,0
