difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,3.767,0,0
1,0,1,4,3.783,0,0
1,0,2,5,6.283,0,0
1,0,3,7,7.350,0,0
1,0,4,8,7.950,0,0
1,0,5,9,3.550,0,0
1,0,6,11,7.933,0,0
1,0,7,16,10.600,0,0
1,0,8,21,12.500,0,0
1,0,9,23,3.783,0,0
1,0,10,30,8.433,0,0
1,0,11,60,8.733,0,0
1,0,12,63,8.800,0,0
2,1,0,6,6.800,0,1
2,1,1,10,11.516,0,0
2,1,2,12,6.716,0,0
2,1,3,13,9.883,0,1
2,1,4,24,8.100,0,0
2,1,5,25,4.950,0,0
2,1,6,27,4.566,0,0
2,1,7,43,9.966,1,1
2,1,8,55,3.800,0,0
2,1,9,56,5.050,0,0
2,1,10,59,8.083,0,0
2,1,11,62,6.150,0,0
2,1,12,65,5.033,0,0
3,2,0,14,5.666,0,0
3,2,1,17,6.116,0,1
3,2,2,19,6.500,0,0
3,2,3,26,9.283,1,0
3,2,4,29,15.099,1,0
3,2,5,38,11.766,0,0
3,2,6,44,8.916,0,0
3,2,7,52,6.433,0,0
3,2,8,53,3.833,0,0
3,2,9,58,5.733,0,0
3,2,10,61,10.966,0,0
3,2,11,68,9.600,0,0
3,2,12,69,12.833,1,0
4,3,0,15,10.150,0,0
4,3,1,20,10.250,0,0
4,3,2,31,8.583,0,0
4,3,3,32,10.716,0,0
4,3,4,33,11.633,0,0
4,3,5,36,14.266,0,0
4,3,6,39,8.033,0,0
4,3,7,40,10.400,0,0
4,3,8,42,10.333,0,0
4,3,9,46,12.450,0,0
4,3,10,54,10.383,0,0
4,3,11,66,7.233,0,0
4,3,12,74,10.300,1,0
5,4,0,22,7.350,0,0
5,4,1,28,9.450,0,1
5,4,2,34,8.983,0,0
5,4,3,47,17.683,0,1
5,4,4,49,10.733,0,0
5,4,5,64,6.300,0,0
5,4,6,70,23.049,0,1
6,5,0,37,15.633,0,1
6,5,1,48,15.566,0,0
6,5,2,50,9.283,0,0
6,5,3,57,7.383,0,0
6,5,4,67,14.716,0,0
6,5,5,72,8.683,0,0
6,5,6,75,6.683,0,0
7,6,0,18,11.400,0,0
7,6,1,35,8.683,0,0
7,6,2,41,12.350,0,1
7,6,3,45,18.066,0,0
7,6,4,51,12.933,0,1
7,6,5,71,25.982,0,0
7,6,6,73,16.383,0,0
8,7,0,2,7.550,0,0
