difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,5.066,0,0
1,0,1,5,3.733,0,0
1,0,2,6,5.683,0,0
1,0,3,14,4.866,0,1
1,0,4,16,7.066,0,0
1,0,5,25,7.750,0,0
1,0,6,26,6.133,0,1
1,0,7,28,6.583,0,0
1,0,8,38,3.150,0,0
1,0,9,47,5.300,0,0
1,0,10,50,3.633,0,0
1,0,11,57,9.283,0,0
2,1,0,2,4.050,0,0
2,1,1,4,8.816,0,0
2,1,2,10,3.583,0,0
2,1,3,11,8.566,0,0
2,1,4,12,6.866,0,0
2,1,5,18,7.300,0,0
2,1,6,20,4.200,0,0
2,1,7,33,8.400,1,0
2,1,8,37,8.283,0,0
2,1,9,44,4.133,0,0
2,1,10,48,5.483,0,0
2,1,11,56,9.666,0,0
3,2,0,7,5.716,0,0
3,2,1,8,6.283,0,0
3,2,2,9,6.450,0,0
3,2,3,13,4.267,0,0
3,2,4,19,12.733,0,0
3,2,5,21,7.150,1,0
3,2,6,23,4.333,0,0
3,2,7,39,3.167,0,1
3,2,8,41,10.100,0,0
3,2,9,42,10.633,0,1
3,2,10,43,5.433,0,0
3,2,11,58,5.933,0,0
4,3,0,22,5.250,0,0
4,3,1,27,6.183,0,0
4,3,2,29,9.033,0,0
4,3,3,32,6.766,0,0
4,3,4,35,6.816,0,0
4,3,5,49,4.783,0,0
4,3,6,51,7.600,0,0
4,3,7,53,9.400,0,0
4,3,8,54,12.250,0,1
4,3,9,55,3.333,0,0
4,3,10,59,5.600,0,1
4,3,11,63,10.100,1,0
4,3,12,72,9.366,0,0
5,4,0,15,4.517,0,0
5,4,1,17,8.600,1,0
5,4,2,24,8.550,1,0
5,4,3,34,9.283,0,0
5,4,4,46,5.616,0,0
5,4,5,64,7.966,0,0
5,4,6,69,5.050,0,0
6,5,0,30,10.766,0,0
6,5,1,31,11.883,0,0
6,5,2,36,4.067,0,1
6,5,3,45,8.883,0,0
6,5,4,65,10.500,0,0
6,5,5,66,13.516,0,0
6,5,6,71,7.666,0,0
7,6,0,52,11.483,0,0
7,6,1,60,10.400,0,0
7,6,2,61,9.150,0,0
7,6,3,62,15.883,0,1
7,6,4,67,8.066,0,1
7,6,5,68,8.450,0,0
7,6,6,70,8.116,0,1
8,7,0,1,3.967,0,0
