difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,3,2.000,0,0
1,0,1,16,3.117,0,0
1,0,2,17,5.116,0,0
1,0,3,18,3.350,0,0
1,0,4,43,3.283,0,0
1,0,5,46,5.650,0,0
1,0,6,51,3.217,0,0
1,0,7,52,3.533,0,0
1,0,8,55,4.450,1,0
1,0,9,74,2.283,0,0
1,0,10,77,3.017,0,0
1,0,11,86,3.300,0,0
1,0,12,88,2.283,0,0
1,0,13,96,3.283,0,0
1,0,14,98,6.400,0,0
2,1,0,2,3.017,0,0
2,1,1,8,2.267,0,0
2,1,2,9,4.433,0,0
2,1,3,10,3.167,0,0
2,1,4,14,3.067,0,0
2,1,5,15,3.217,0,0
2,1,6,20,3.217,0,0
2,1,7,23,3.317,0,0
2,1,8,37,3.400,0,1
2,1,9,40,3.067,0,0
2,1,10,44,3.317,0,0
2,1,11,45,3.500,0,0
2,1,12,47,4.117,0,0
2,1,13,64,2.417,0,0
2,1,14,84,4.550,0,0
2,1,15,89,3.817,0,0
2,1,16,101,2.067,0,0
3,2,0,4,3.183,0,0
3,2,1,5,2.300,0,0
3,2,2,7,2.050,0,0
3,2,3,19,3.800,0,0
3,2,4,21,3.300,0,0
3,2,5,22,5.833,0,0
3,2,6,26,3.333,0,1
3,2,7,28,3.300,0,0
3,2,8,30,3.383,0,1
3,2,9,32,4.100,0,0
3,2,10,36,3.233,0,0
3,2,11,39,5.250,0,1
3,2,12,57,4.050,0,0
3,2,13,61,3.217,0,0
3,2,14,65,5.400,0,0
3,2,15,66,3.517,0,0
3,2,16,70,4.466,0,0
4,3,0,0,4.350,0,0
4,3,1,6,6.566,0,1
4,3,2,11,3.333,0,0
4,3,3,25,4.700,0,0
4,3,4,27,6.050,0,0
4,3,5,35,3.083,0,0
4,3,6,38,5.383,0,1
4,3,7,49,5.183,0,0
4,3,8,50,3.900,0,0
4,3,9,56,3.533,0,0
4,3,10,60,4.133,1,0
4,3,11,62,5.550,0,0
4,3,12,67,4.833,0,1
4,3,13,69,3.150,1,0
4,3,14,76,4.167,0,0
4,3,15,79,3.833,0,0
4,3,16,80,3.200,0,0
4,3,17,83,4.516,0,0
4,3,18,92,4.150,0,0
4,3,19,97,3.600,0,0
4,3,20,100,5.383,0,0
5,4,0,31,7.383,0,0
5,4,1,33,5.916,0,1
5,4,2,54,6.350,0,0
5,4,3,58,3.417,0,0
5,4,4,59,3.550,0,0
5,4,5,73,4.666,0,0
5,4,6,81,5.750,1,0
5,4,7,95,3.533,0,0
6,5,0,24,5.500,0,0
6,5,1,34,5.550,0,1
6,5,2,53,4.433,0,0
6,5,3,63,4.866,0,0
6,5,4,68,4.833,0,0
6,5,5,72,4.433,0,0
6,5,6,78,4.733,0,0
6,5,7,94,4.616,0,0
6,5,8,99,3.267,0,0
7,6,0,1,5.783,0,0
7,6,1,29,4.516,0,0
7,6,2,48,3.550,1,0
7,6,3,71,4.350,0,0
7,6,4,75,2.600,0,1
7,6,5,82,5.233,0,0
7,6,6,85,3.867,0,0
7,6,7,87,9.700,0,0
7,6,8,90,6.233,0,0
7,6,9,91,4.550,0,0
7,6,10,93,4.216,0,0
8,7,0,41,5.466,0,0
9,8,0,42,8.766,0,0
