difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,0,2.333,0,0
1,0,1,1,4.350,0,0
1,0,2,4,4.616,0,1
1,0,3,7,5.950,0,0
1,0,4,9,3.283,0,0
1,0,5,18,7.316,0,1
1,0,6,19,3.533,0,1
1,0,7,32,3.767,0,0
1,0,8,33,3.933,0,0
1,0,9,34,3.417,0,0
1,0,10,35,3.517,0,0
1,0,11,36,3.067,0,0
1,0,12,55,4.100,0,0
1,0,13,56,3.083,0,0
1,0,14,63,5.200,0,0
1,0,15,89,4.366,0,0
2,1,0,5,5.816,0,0
2,1,1,12,3.333,0,0
2,1,2,23,4.933,0,0
2,1,3,26,8.433,0,1
2,1,4,38,4.533,0,0
2,1,5,48,4.467,0,0
2,1,6,51,3.200,0,0
2,1,7,54,2.500,0,0
2,1,8,58,5.416,0,0
2,1,9,61,3.333,0,0
2,1,10,62,2.517,0,0
2,1,11,64,5.500,0,1
2,1,12,77,2.283,0,0
2,1,13,80,2.933,0,0
2,1,14,83,3.283,1,0
2,1,15,96,4.167,0,0
2,1,16,102,4.350,0,0
3,2,0,8,6.350,0,0
3,2,1,14,7.883,0,0
3,2,2,24,4.050,0,1
3,2,3,25,3.533,0,1
3,2,4,30,3.067,0,0
3,2,5,39,3.550,0,0
3,2,6,40,3.500,0,0
3,2,7,42,3.067,0,0
3,2,8,53,2.500,0,0
3,2,9,69,2.083,0,0
3,2,10,70,5.416,0,0
3,2,11,72,6.266,0,0
3,2,12,76,3.067,0,0
3,2,13,84,10.400,1,0
3,2,14,87,7.616,1,0
3,2,15,91,3.567,0,0
3,2,16,93,6.483,1,0
3,2,17,98,3.100,0,0
4,3,0,10,5.816,0,0
4,3,1,11,5.400,0,0
4,3,2,20,3.917,0,0
4,3,3,21,3.533,0,1
4,3,4,29,4.833,0,0
4,3,5,31,4.783,0,0
4,3,6,41,3.267,0,0
4,3,7,46,4.383,0,0
4,3,8,50,5.566,0,0
4,3,9,52,4.866,0,0
4,3,10,57,3.317,0,0
4,3,11,59,3.900,0,0
4,3,12,68,3.617,0,0
4,3,13,73,4.550,0,0
4,3,14,79,5.566,0,0
4,3,15,88,4.817,0,0
4,3,16,95,3.533,0,0
4,3,17,99,7.816,0,0
4,3,18,100,4.783,0,0
5,4,0,44,5.516,0,0
5,4,1,45,3.800,0,0
5,4,2,49,4.117,0,0
5,4,3,60,3.783,0,0
5,4,4,67,5.816,0,0
5,4,5,78,6.250,0,0
5,4,6,86,4.750,0,0
5,4,7,94,12.216,0,0
5,4,8,97,6.450,0,0
5,4,9,101,7.750,0,0
6,5,0,6,8.233,0,0
6,5,1,13,5.500,0,0
6,5,2,17,8.316,0,0
6,5,3,22,4.983,0,0
6,5,4,43,6.766,0,0
6,5,5,65,4.333,0,0
6,5,6,66,7.400,0,0
6,5,7,75,3.600,0,0
6,5,8,81,4.417,0,0
6,5,9,90,7.750,0,0
7,6,0,15,8.566,0,0
7,6,1,16,3.783,0,0
7,6,2,27,5.866,0,1
7,6,3,28,8.750,0,0
7,6,4,47,5.816,0,0
7,6,5,71,2.550,0,0
7,6,6,74,9.433,0,0
7,6,7,82,4.617,0,1
7,6,8,85,4.300,1,0
7,6,9,92,11.783,0,0
8,7,0,3,11.750,0,0
