difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,6.816,0,0
1,0,1,8,7.900,0,0
1,0,2,12,8.050,0,0
1,0,3,13,4.533,0,0
1,0,4,14,5.466,1,1
1,0,5,17,5.433,0,0
1,0,6,22,3.667,0,0
1,0,7,24,2.533,0,1
1,0,8,28,6.550,0,0
1,0,9,31,5.183,0,0
1,0,10,53,9.100,0,0
2,1,0,3,7.233,0,0
2,1,1,5,9.116,0,1
2,1,2,6,10.033,0,0
2,1,3,9,4.183,0,0
2,1,4,20,6.633,0,0
2,1,5,32,8.383,0,0
2,1,6,35,6.716,0,0
2,1,7,43,10.683,0,0
2,1,8,55,9.000,0,0
2,1,9,59,16.083,0,0
2,1,10,68,6.750,0,0
2,1,11,72,9.866,0,0
3,2,0,7,11.316,0,0
3,2,1,10,4.383,0,1
3,2,2,21,5.150,0,0
3,2,3,29,10.416,0,0
3,2,4,30,8.183,0,0
3,2,5,34,4.950,0,0
3,2,6,37,11.750,0,0
3,2,7,40,9.000,0,0
3,2,8,44,5.916,0,0
3,2,9,57,11.033,0,0
3,2,10,65,11.633,0,0
3,2,11,69,4.416,0,0
3,2,12,71,5.633,0,0
4,3,0,16,13.549,0,1
4,3,1,18,13.399,0,0
4,3,2,19,12.916,0,1
4,3,3,23,4.417,0,1
4,3,4,26,12.833,0,0
4,3,5,27,11.583,0,0
4,3,6,36,10.016,0,0
4,3,7,41,7.350,0,0
4,3,8,42,9.233,0,0
4,3,9,51,6.716,0,0
4,3,10,56,8.883,0,1
4,3,11,60,10.683,0,0
4,3,12,62,6.000,0,0
4,3,13,67,13.200,0,0
5,4,0,15,7.500,1,0
5,4,1,33,11.466,0,0
5,4,2,38,14.033,0,0
5,4,3,45,9.600,0,0
5,4,4,46,7.350,1,0
5,4,5,49,15.233,0,0
5,4,6,66,6.450,0,0
6,5,0,11,14.949,0,0
6,5,1,39,17.116,0,1
6,5,2,52,13.449,0,0
6,5,3,54,22.999,1,1
6,5,4,61,9.200,0,0
6,5,5,64,12.383,0,0
6,5,6,70,7.616,0,0
7,6,0,25,6.816,0,0
7,6,1,47,18.999,0,0
7,6,2,48,14.199,0,0
7,6,3,50,8.950,1,0
7,6,4,58,15.449,0,0
7,6,5,63,11.100,0,0
7,6,6,73,7.700,0,0
8,7,0,2,6.000,0,0
