difficulty,index_1,index_2,chunk_id,partime,has_warpzone,has_pacifier
1,0,0,4,3.383,0,0
1,0,1,6,5.350,0,0
1,0,2,8,5.083,0,0
1,0,3,10,5.000,0,0
1,0,4,12,3.267,0,0
1,0,5,17,6.650,0,0
1,0,6,25,8.250,0,0
1,0,7,26,4.583,0,0
1,0,8,28,9.600,0,0
1,0,9,37,3.067,0,0
1,0,10,40,3.333,0,0
2,1,0,3,5.017,0,1
2,1,1,5,3.133,0,0
2,1,2,7,4.383,0,0
2,1,3,15,4.800,0,0
2,1,4,16,6.200,0,0
2,1,5,19,5.800,1,0
2,1,6,23,11.133,0,0
2,1,7,32,5.200,0,0
2,1,8,35,7.383,0,0
2,1,9,39,7.250,0,1
2,1,10,45,4.866,0,0
2,1,11,68,9.616,0,0
3,2,0,9,6.700,0,0
3,2,1,11,9.100,0,1
3,2,2,13,4.567,0,0
3,2,3,14,7.416,0,0
3,2,4,18,6.450,0,0
3,2,5,22,10.016,0,0
3,2,6,24,6.133,0,1
3,2,7,29,11.083,1,0
3,2,8,30,13.250,0,0
3,2,9,51,8.233,0,0
3,2,10,59,7.116,0,1
3,2,11,61,3.067,0,0
3,2,12,71,14.649,0,0
4,3,0,20,6.800,0,0
4,3,1,27,5.333,0,0
4,3,2,31,7.483,1,0
4,3,3,33,5.317,0,0
4,3,4,34,5.333,0,0
4,3,5,41,5.816,0,0
4,3,6,42,13.450,0,1
4,3,7,43,10.866,0,1
4,3,8,44,8.866,0,0
4,3,9,46,3.567,0,0
4,3,10,47,9.550,0,0
4,3,11,49,13.916,0,0
4,3,12,58,8.283,0,0
5,4,0,36,4.942,0,0
5,4,1,38,6.700,0,0
5,4,2,52,6.716,0,1
5,4,3,63,4.917,1,0
5,4,4,65,9.400,0,1
5,4,5,70,5.683,0,0
6,5,0,21,5.966,0,0
6,5,1,48,8.283,0,0
6,5,2,53,8.516,0,0
6,5,3,54,5.250,0,0
6,5,4,62,10.166,0,0
6,5,5,64,12.033,0,0
6,5,6,69,9.433,0,0
7,6,0,50,13.816,0,0
7,6,1,55,9.416,0,0
7,6,2,56,10.683,0,1
7,6,3,57,10.550,0,0
7,6,4,60,7.083,1,0
7,6,5,66,6.450,0,0
7,6,6,67,11.600,0,0
8,7,0,2,7.400,0,0
